Sample ID,Class
334,1
335,4
336,9
337,5
338,9
339,2
340,8
341,2
342,5
343,7
344,0
345,7
346,4
347,0
348,9
349,8
350,4
351,0
352,2
353,4
354,2
355,7
356,6
357,2
358,4
359,5
360,8
361,2
362,2
363,5
364,6
365,3
366,3
367,8
368,8
369,4
370,4
371,0
372,0
373,8
374,9
375,6
376,2
377,6
378,3
379,9
380,3
381,9
382,6
383,1
384,7
385,6
386,3
387,2
388,9
389,7
390,0
391,6
392,9
393,7
394,9
395,7
396,8
397,2
398,9
399,0
400,3
401,0
402,6
403,1
404,9
405,2
406,7
407,0
408,6
409,8
410,5
411,6
412,2
413,2
414,9
415,8
416,9
417,4
418,5
419,1
420,4
421,3
422,3
423,9
424,4
425,9
426,1
427,1
428,5
429,6
430,0
431,2
432,0
433,5
434,2
435,6
436,6
437,7
438,0
439,1
440,6
441,2
442,0
443,7
444,9
445,4
446,0
447,5
448,0
449,6
450,4
451,7
452,1
453,1
454,8
455,9
456,1
457,2
458,2
459,9
460,0
461,7
462,6
463,2
464,5
465,1
466,4
467,5
468,0
469,1
470,9
471,1
472,0
473,5
474,4
475,2
476,0
477,0
478,5
479,4
480,0
481,6
482,3
483,2
484,8
485,1
486,7
487,1
488,2
489,9
490,2
491,0
492,1
493,8
494,4
495,2
496,1
497,1
498,5
499,5
500,9
501,2
502,3
503,8
504,0
505,2
506,9
507,6
508,1
509,2
510,8
511,2
512,7
513,1
514,4
515,9
516,5
517,4
518,7
519,3
520,3
521,2
522,6
523,9
524,9
525,3
526,1
527,2
528,4
529,5
530,7
531,3
532,3
533,3
534,6
535,9
536,2
537,6
538,7
539,0
540,9
541,2
542,1
543,1
544,1
545,1
546,7
547,1
548,6
549,3
550,7
551,0
552,0
553,0
554,0
555,9
556,1
557,0
558,4
559,4
560,8
561,6
562,7
563,1
564,0
565,1
566,9
567,7
568,8
569,2
570,5
571,9
572,1
573,1
574,0
575,4
576,8
577,1
578,7
579,9
580,4
581,1
582,3
583,4
584,7
585,5
586,3
587,3
588,0
589,5
590,1
591,5
592,4
593,1
594,2
595,2
596,3
597,5
598,6
599,8
600,2
601,9
602,8
603,7
604,7
605,4
606,5
607,5
608,2
609,2
610,1
611,5
612,5
613,4
614,0
615,4
616,8
617,5
618,8
619,0
620,5
621,3
622,1
623,8
624,2
625,2
626,8
627,8
628,3
629,3
630,8
631,9
632,9
633,2
634,3
635,3
636,6
637,9
638,9
639,7
640,6
641,7
642,5
643,0
644,8
645,5
646,3
647,1
648,6
649,0
650,9
651,6
652,9
653,0
654,8
655,0
656,7
657,6
658,8
659,1
660,0
661,6
662,1
663,9
664,9
665,3
666,3
667,9
668,1
669,1
670,7
671,3
672,6
673,8
674,3
675,0
676,3
677,1
678,3
679,3
680,3
681,2
682,7
683,9
684,9
685,0
686,9
687,4
688,1
689,2
690,2
691,7
692,5
693,7
694,7
695,6
696,4
697,9
698,6
699,3
700,0
701,3
702,6
703,8
704,4
705,2
706,6
707,4
708,8
709,2
710,8
711,4
712,7
713,4
714,9
715,7
716,7
717,5
718,1
719,3
720,5
721,4
722,2
723,5
724,0
725,4
726,4
727,2
728,2
729,4
730,7
731,7
732,4
733,3
734,5
735,1
736,5
737,2
738,8
739,3
740,4
741,0
742,2
743,0
744,4
745,1
746,6
747,6
748,0
749,4
750,6
751,3
752,3
753,3
754,8
755,2
756,5
757,5
758,3
759,6
760,5
761,1
762,1
763,4
764,4
765,9
766,0
767,0
768,3
769,1
770,0
771,3
772,3
773,4
774,9
775,9
776,6
777,0
778,8
779,7
780,9
781,5
782,9
783,5
784,7
785,4
786,8
787,8
788,1
789,3
790,3
791,5
792,4
793,3
794,2
795,5
796,0
797,0
798,6
799,4
800,7
801,1
802,6
803,8
804,9
805,4
806,9
807,5
808,5
809,4
810,1
811,8
812,2
813,5
814,7
815,3
816,8
817,9
818,2
819,7
820,1
821,5
822,9
823,9
824,6
825,8
826,8
827,1
828,2
829,6
830,8
831,4
832,6
833,5
834,9
835,6
836,7
837,5
838,1
839,1
840,2
841,1
842,6
843,6
844,2
845,6
846,0
847,9
848,7
849,7
850,1
851,1
852,2
853,6
854,2
855,9
856,7
857,5
858,9
859,5
860,1
861,4
862,9
863,4
864,4
865,3
866,1
867,3
868,1
869,4
870,3
871,1
872,4
873,0
874,0
875,6
876,7
877,2
878,7
879,7
880,0
881,1
882,5
883,9
884,4
885,3
886,8
887,0
888,0
889,2
890,1
891,1
892,9
893,9
894,5
895,5
896,9
897,6
898,7
899,8
900,2
901,1
902,3
903,4
904,3
905,2
906,1
907,9
908,7
909,2
910,9
911,4
912,8
913,9
914,4
915,6
916,7
917,5
918,0
919,9
920,9
921,7
922,6
923,1
924,4
925,9
926,1
927,4
928,5
929,5
930,4
931,8
932,8
933,1
934,7
935,5
936,7
937,3
938,8
939,5
940,6
941,3
942,3
943,2
944,6
945,2
946,9
947,1
948,6
949,8
950,4
951,6
952,3
953,1
954,3
955,8
956,5
957,7
958,0
959,5
960,1
961,1
962,7
963,2
964,3
965,5
966,1
967,6
968,8
969,1
970,4
971,3
972,1
973,7
974,8
975,0
976,8
977,2
978,1
979,3
980,9
981,6
982,0
983,6
984,5
985,6
986,4
987,0
988,1
989,5
990,0
991,0
992,1
993,9
994,8
995,4
996,9
997,2
998,0
999,3
1000,1
1001,7
1002,0
1003,0
1004,7
1005,2
1006,4
1007,8
1008,3
1009,0
1010,4
1011,9
1012,8
1013,7
1014,5
1015,9
1016,5
1017,5
1018,7
1019,3
1020,3
1021,9
1022,5
1023,5
1024,1
1025,5
1026,8
1027,7
1028,2
1029,2
1030,6
1031,0
1032,4
1033,1
1034,4
1035,2
1036,9
1037,9
1038,8
1039,6
1040,8
1041,7
1042,9
1043,1
1044,9
1045,2
1046,8
1047,2
1048,8
1049,4
1050,3
1051,3
1052,1
1053,7
1054,5
1055,5
1056,3
1057,9
1058,7
1059,0
1060,1
1061,9
1062,9
1063,0
1064,9
1065,8
1066,8
1067,6
1068,6
1069,2
1070,4
1071,9
1072,4
1073,9
1074,7
1075,5
1076,2
1077,2
1078,9
1079,2
1080,1
1081,4
1082,0
1083,9
1084,0
1085,1
1086,4
1087,3
1088,7
1089,9
1090,6
1091,2
1092,3
1093,2
1094,2
1095,3
1096,5
1097,4
1098,8
1099,4
1100,2
1101,0
1102,9
1103,6
1104,7
1105,6
1106,9
1107,0
1108,4
1109,8
1110,5
1111,7
1112,0
1113,5
1114,5
1115,9
1116,5
1117,1
1118,3
1119,4
1120,9
1121,5
1122,0
1123,4
1124,3
1125,0
1126,1
1127,9
1128,8
1129,1
1130,7
1131,6
1132,7
1133,3
1134,7
1135,0
1136,6
1137,9
1138,8
1139,1
1140,3
1141,3
1142,0
1143,0
1144,4
1145,2
1146,1
1147,2
1148,6
1149,5
1150,8
1151,3
1152,9
1153,4
1154,7
1155,1
1156,0
1157,6
1158,3
1159,6
1160,0
1161,2
1162,5
1163,8
1164,8
1165,9
1166,6
1167,2
1168,0
1169,7
1170,1
1171,1
1172,2
1173,2
1174,9
1175,1
1176,8
1177,0
1178,2
1179,8
1180,8
1181,0
1182,9
1183,6
1184,6
1185,0
1186,1
1187,2
1188,5
1189,5
1190,0
1191,1
1192,9
1193,1
1194,1
1195,4
1196,5
1197,0
1198,4
1199,8
1200,2
1201,4
1202,1
1203,1
1204,0
1205,0
1206,2
1207,4
1208,5
1209,2
1210,1
1211,1
1212,6
1213,9
1214,4
1215,0
1216,6
1217,5
1218,0
1219,6
1220,6
1221,2
1222,0
1223,8
1224,0
1225,1
1226,2
1227,8
1228,4
1229,8
1230,1
1231,6
1232,2
1233,7
1234,8
1235,3
1236,4
1237,1
1238,3
1239,3
1240,2
1241,5
1242,4
1243,4
1244,0
1245,0
1246,7
1247,4
1248,5
1249,1
1250,0
1251,2
1252,5
1253,7
1254,0
1255,5
1256,0
1257,3
1258,8
1259,1
1260,2
1261,6
1262,3
1263,1
1264,7
1265,3
1266,8
1267,5
1268,1
1269,6
1270,0
1271,2
1272,4
1273,0
1274,5
1275,8
1276,8
1277,6
1278,1
1279,7
1280,1
1281,4
1282,6
1283,7
1284,9
1285,1
1286,4
1287,4
1288,7
1289,8
1290,6
1291,0
1292,3
1293,3
1294,1
1295,0
1296,7
1297,7
1298,6
1299,6
1300,7
1301,7
1302,3
1303,3
1304,4
1305,2
1306,6
1307,0
1308,0
1309,2
1310,1
1311,3
1312,0
1313,5
1314,6
1315,2
1316,6
1317,9
1318,6
1319,0
1320,0
1321,9
1322,1
1323,4
1324,1
1325,4
1326,6
1327,1
1328,1
1329,1
1330,0
1331,3
1332,2
1333,8
1334,4
1335,3
1336,2
1337,3
1338,4
1339,0
1340,2
1341,0
1342,2
1343,8
1344,3
1345,2
1346,0
1347,4
1348,1
1349,3
1350,7
1351,7
1352,1
1353,0
1354,7
1355,3
1356,8
1357,9
1358,1
1359,3
1360,0
1361,2
1362,4
1363,5
1364,0
1365,4
1366,2
1367,8
1368,9
1369,9
1370,6
1371,4
1372,2
1373,3
1374,9
1375,7
1376,3
1377,9
1378,9
1379,4
1380,8
1381,5
1382,7
1383,1
1384,7
1385,0
1386,7
1387,2
1388,7
1389,3
1390,1
1391,0
1392,3
1393,0
1394,2
1395,9
1396,2
1397,9
1398,6
1399,1
1400,5
1401,0
1402,6
1403,4
1404,3
1405,1
1406,9
1407,6
1408,4
1409,3
1410,7
1411,8
1412,2
1413,1
1414,2
1415,4
1416,4
1417,4
1418,2
1419,8
1420,3
1421,0
1422,8
1423,2
1424,8
1425,1
1426,1
1427,8
1428,5
1429,7
1430,0
1431,1
1432,6
1433,3
1434,4
1435,6
1436,4
1437,1
1438,0
1439,8
1440,9
1441,2
1442,9
1443,8
1444,2
1445,3
1446,4
1447,3
1448,5
1449,7
1450,8
1451,5
1452,0
1453,6
1454,3
1455,7
1456,1
1457,0
1458,7
1459,5
1460,7
1461,3
1462,4
1463,1
1464,5
1465,1
1466,8
1467,2
1468,6
1469,3
1470,9
1471,1
1472,3
1473,7
1474,1
1475,0
1476,3
1477,3
1478,2
1479,5
1480,0
1481,4
1482,7
1483,0
1484,7
1485,1
1486,2
1487,1
1488,3
1489,9
1490,9
1491,0
1492,7
1493,7
1494,9
1495,9
1496,1
1497,5
1498,3
1499,5
1500,1
1501,3
1502,4
1503,7
1504,8
1505,1
1506,1
1507,7
1508,1
1509,8
1510,9
1511,1
1512,1
1513,8
1514,3
1515,0
1516,5
1517,0
1518,9
1519,2
1520,5
1521,1
1522,4
1523,5
1524,4
1525,5
1526,5
1527,3
1528,6
1529,8
1530,3
1531,4
1532,8
1533,0
1534,1
1535,8
1536,1
1537,5
1538,8
1539,8
1540,1
1541,6
1542,7
1543,0
1544,9
1545,6
1546,3
1547,4
1548,2
1549,4
1550,7
1551,4
1552,1
1553,4
1554,8
1555,8
1556,4
1557,9
1558,8
1559,7
1560,2
1561,7
1562,9
1563,9
1564,6
1565,5
1566,9
1567,0
1568,0
1569,4
1570,1
1571,6
1572,6
1573,1
1574,4
1575,9
1576,0
1577,7
1578,6
1579,6
1580,5
1581,1
1582,8
1583,6
1584,5
1585,2
1586,4
1587,6
1588,4
1589,0
1590,4
1591,3
1592,4
1593,5
1594,1
1595,1
1596,0
1597,2
1598,1
1599,0
1600,1
1601,8
1602,6
1603,1
1604,1
1605,8
1606,2
1607,3
1608,0
1609,1
1610,9
1611,1
1612,1
1613,5
1614,4
1615,2
1616,1
1617,3
1618,2
1619,6
1620,6
1621,6
1622,6
1623,4
1624,0
1625,8
1626,6
1627,2
1628,4
1629,7
1630,7
1631,1
1632,8
1633,2
1634,9
1635,3
1636,5
1637,2
1638,3
1639,9
1640,8
1641,2
1642,0
1643,9
1644,2
1645,1
1646,7
1647,2
1648,2
1649,5
1650,4
1651,0
1652,8
1653,6
1654,4
1655,2
1656,5
1657,3
1658,7
1659,8
1660,4
1661,1
1662,3
1663,4
1664,1
1665,2
1666,7
1667,1
1668,7
1669,8
1670,5
1671,8
1672,3
1673,6
1674,1
1675,4
1676,2
1677,0
1678,3
1679,6
1680,9
1681,2
1682,8
1683,2
1684,2
1685,3
1686,4
1687,9
1688,5
1689,6
1690,3
1691,0
1692,4
1693,9
1694,4
1695,2
1696,1
1697,0
1698,7
1699,6
1700,7
1701,5
1702,4
1703,0
1704,3
1705,3
1706,9
1707,2
1708,8
1709,1
1710,4
1711,2
1712,9
1713,5
1714,6
1715,0
1716,3
1717,8
1718,6
1719,2
1720,1
1721,5
1722,1
1723,1
1724,0
1725,7
1726,7
1727,3
1728,3
1729,0
1730,1
1731,5
1732,9
1733,9
1734,9
1735,9
1736,2
1737,0
1738,6
1739,6
1740,1
1741,8
1742,8
1743,8
1744,1
1745,0
1746,0
1747,7
1748,8
1749,1
1750,2
1751,9
1752,2
1753,7
1754,0
1755,4
1756,2
1757,5
1758,2
1759,6
1760,3
1761,2
1762,7
1763,0
1764,6
1765,3
1766,6
1767,9
1768,4
1769,4
1770,8
1771,7
1772,1
1773,3
1774,4
1775,6
1776,3
1777,5
1778,5
1779,5
1780,1
1781,3
1782,9
1783,2
1784,9
1785,1
1786,2
1787,2
1788,6
1789,8
1790,2
1791,8
1792,5
1793,8
1794,5
1795,5
1796,2
1797,3
1798,6
1799,3
1800,3
1801,7
1802,9
1803,2
1804,8
1805,7
1806,9
1807,5
1808,3
1809,6
1810,9
1811,8
1812,2
1813,1
1814,6
1815,3
1816,4
1817,4
1818,8
1819,8
1820,0
1821,9
1822,8
1823,8
1824,9
1825,0
1826,3
1827,8
1828,1
1829,9
1830,8
1831,2
1832,7
1833,8
1834,3
1835,8
1836,0
1837,2
1838,3
1839,7
1840,0
1841,2
1842,1
1843,0
1844,2
1845,7
1846,5
1847,4
1848,6
1849,9
1850,3
1851,3
1852,4
1853,3
1854,4
1855,1
1856,9
1857,1
1858,8
1859,1
1860,3
1861,2
1862,5
1863,2
1864,3
1865,4
1866,1
1867,1
1868,8
1869,0
1870,8
1871,4
1872,8
1873,4
1874,1
1875,0
1876,4
1877,1
1878,1
1879,6
1880,9
1881,4
1882,2
1883,3
1884,2
1885,3
1886,7
1887,9
1888,1
1889,7
1890,7
1891,8
1892,3
1893,6
1894,6
1895,5
1896,4
1897,1
1898,6
1899,2
1900,0
1901,4
1902,0
1903,0
1904,9
1905,2
1906,0
1907,6
1908,2
1909,2
1910,1
1911,3
1912,6
1913,0
1914,2
1915,6
1916,6
1917,9
1918,6
1919,4
1920,0
1921,4
1922,2
1923,7
1924,5
1925,3
1926,2
1927,5
1928,2
1929,0
1930,6
1931,8
1932,4
1933,4
1934,9
1935,2
1936,5
1937,6
1938,7
1939,6
1940,7
1941,7
1942,8
1943,4
1944,6
1945,5
1946,8
1947,4
1948,3
1949,9
1950,6
1951,9
1952,1
1953,1
1954,0
1955,6
1956,6
1957,7
1958,2
1959,6
1960,0
1961,9
1962,9
1963,8
1964,3
1965,3
1966,8
1967,0
1968,8
1969,0
1970,7
1971,0
1972,9
1973,0
1974,1
1975,0
1976,7
1977,0
1978,1
1979,5
1980,6
1981,8
1982,3
1983,5
1984,3
1985,6
1986,8
1987,7
1988,8
1989,7
1990,2
1991,6
1992,0
1993,8
1994,3
1995,8
1996,1
1997,0
1998,1
1999,9
2000,3
